user_id,book_id,rating
2992,9.78059E+12,3.7
9537,9.78162E+12,3.4
8250,9.7807E+12,2.6
5728,9.78225E+12,4.2
5196,9.78071E+12,1.0
2275,9.78202E+12,5.0
1937,9.78162E+12,3.6
7366,9.78376E+12,4.6
1500,9.78185E+12,4.2
4029,9.78096E+12,4.0
6496,9.78035E+12,4.1
4120,9.7885E+12,4.8
5388,9.78088E+12,3.9
4141,9.78093E+12,4.9
5131,9.78184E+12,5.0
5392,9.78001E+12,5.0
505,9.78094E+12,5.0
1429,9.78188E+12,4.0
1143,9.78202E+12,5.0
5816,9.78274E+12,5.0
9490,9.78083E+12,3.5
7565,9.78016E+12,5.0
3805,9.78016E+12,3.9
6728,9.78014E+12,2.4
7489,(ISBN10: 1612,3.4
2973,9.781E+12,5.0
5161,9.78038E+12,2.8
9995,9.78141E+12,4.3
6224,9.78226E+12,4.9
3298,9.78842E+12,3.8
1688,(ISBN10: 0698,4.6
1809,9.78148E+12,4.4
8748,9.78274E+12,3.3
1688,9.78041E+12,4.1
5188,9.78133E+12,4.8
2915,9.78155E+12,3.5
834,9.78081E+12,3.0
9976,9.78059E+12,3.1
2764,9.78044E+12,3.4
3795,9.78081E+12,5.0
178,9.78081E+12,3.7
3187,9.78988E+12,2.4
2475,9.78202E+12,2.7
430,9.78164E+12,5.0
4010,9.78041E+12,3.7
899,9.78098E+12,4.3
8424,9.78189E+12,3.6
2557,9.78847E+12,4.5
2971,9.7811E+12,1.2
9513,9.78184E+12,3.0
5518,9.78178E+12,3.6
7219,9.78029E+12,3.5
5934,9.78344E+12,5.0
1381,(ISBN10: 1612,4.6
1769,9.78184E+12,4.4
2281,9.78097E+12,2.8
7447,9.7803E+12,3.0
502,9.78133E+12,3.5
510,(ISBN10: 1728,3.1
9624,9.78207E+12,4.4
7867,9.78229E+12,4.2
9881,9.78091E+12,5.0
1101,9.78089E+12,3.1
5400,9.78062E+12,4.2
8937,9.7807E+12,4.0
2006,9.78847E+12,4.1
3994,9.78168E+12,3.2
2248,2.94015E+12,3.9
4332,9.78137E+12,3.6
4330,9.7895E+12,5.0
1982,9.78386E+12,4.4
6073,9.78361E+12,2.5
2489,9.7816E+12,2.9
5673,9.79865E+12,3.9
1762,9.7814E+12,3.4
7396,9.78E+12,3.8
9908,9.78092E+12,5.0
2362,9.78078E+12,2.4
2388,(ISBN10: 0670,4.0
8996,9.78159E+12,3.8
7449,9.78938E+12,4.0
2083,9.78343E+12,3.2
7290,9.78077E+12,3.7
1120,9.78164E+12,4.8
9729,9.78014E+12,3.5
3041,9.7811E+12,4.6
9900,(ISBN10: 1416,3.8
517,9.78199E+12,4.6
7132,(ISBN10: 1408,5.0
3197,(ISBN10: 1787,3.4
6008,9.78151E+12,4.5
3426,9.78938E+12,2.8
1433,9.78125E+12,5.0
600,(ISBN10: 1503,2.9
6354,9.78149E+12,2.3
437,(ISBN10: 1612,5.0
6513,9.78154E+12,1.9
3192,9.78041E+12,4.8
7070,9.78226E+12,3.1
7156,9.78035E+12,2.0
557,9.78227E+12,3.3
7096,9.78139E+12,4.7
7160,9.78081E+12,5.0
8275,(ISBN10: 1408,3.1
1564,9.78024E+12,4.1
9464,9.78161E+12,5.0
6460,9.78058E+12,3.2
1705,9.7808E+12,1.8
4237,9.78202E+12,5.0
6659,9.78227E+12,3.6
6764,9.78034E+12,3.4
1822,9.78887E+12,4.3
3734,9.78154E+12,5.0
4536,(ISBN10: 0228,4.1
6243,9.78173E+12,2.8
838,9.78038E+12,4.2
2278,9.78392E+12,4.0
7867,9.78003E+12,4.4
7976,9.78038E+12,3.8
8544,9.78134E+12,3.2
8432,9.78198E+12,4.2
4479,(ISBN10: 1408,4.5
9373,9.78089E+12,5.0
5172,9.78071E+12,3.9
5469,9.78035E+12,3.5
6233,9.78199E+12,4.5
1166,(ISBN10: 1503,2.5
29,9.78189E+12,3.3
8243,0009036119976,1.7
2451,9.7802E+12,3.7
2673,(ISBN10: 0698,4.5
8249,9.7811E+12,4.4
2031,9.78179E+12,5.0
3709,9.78034E+12,3.2
8725,9.7982E+12,4.6
5592,9.78019E+12,4.6
1268,9.78179E+12,3.7
2531,(ISBN10: 1787,4.0
4416,9.78147E+12,4.8
9968,(ISBN10: 1399,4.0
6931,9.78003E+12,3.7
5444,(ISBN10: 0615,3.3
2166,9.78081E+12,2.7
7283,9.781E+12,4.5
2072,9.79889E+12,4.4
2605,9.78014E+12,4.3
7727,(ISBN10: 0590,4.1
2444,9.78096E+12,4.5
6987,9.78053E+12,4.6
7399,9.78038E+12,5.0
8217,(ISBN10: 9383,4.0
6778,9.78139E+12,4.4
6069,9.78842E+12,2.9
9416,9.78386E+12,4.4
2985,9.78032E+12,4.5
2647,9.78091E+12,4.1
7887,9.78555E+12,5.0
8079,9.79889E+12,3.4
4039,9.7803E+12,4.1
720,9.7982E+12,4.2
6877,9.78163E+12,3.9
8994,9.7803E+12,3.8
896,9.78154E+12,4.3
989,9.78148E+12,5.0
1719,9.78477E+12,4.1
4728,9.78053E+12,4.5
1661,9.78477E+12,4.3
6562,9.78176E+12,3.7
99,9.7819E+12,4.2
5963,9.78072E+12,4.5
2235,9.78168E+12,2.6
5925,9.78076E+12,4.5
7628,9.78184E+12,3.3
675,9.78072E+12,3.1
8156,9.78274E+12,2.4
2361,9.78207E+12,4.7
2030,9.78083E+12,4.4
1592,9.78133E+12,3.6
4025,9.78075E+12,5.0
6782,9.7815E+12,3.1
6178,9.78199E+12,4.4
815,9.78057E+12,5.0
5261,9.78153E+12,4.7
6595,9.78159E+12,3.7
1623,(ISBN10: 0670,4.0
3068,9.78015E+12,5.0
8890,9.78058E+12,3.9
4229,9.7815E+12,5.0
675,9.78097E+12,5.0
5960,9.78139E+12,2.8
1788,9.78152E+12,5.0
6328,9.78065E+12,3.7
4440,9.78057E+12,4.1
2531,9.78077E+12,4.1
4066,(ISBN10: 0316,5.0
4360,9.78089E+12,4.4
6635,(ISBN10: 1399,4.2
1419,9.78938E+12,3.1
6872,9.78092E+12,3.8
8807,9.78988E+12,5.0
743,9.7803E+12,5.0
7585,9.78044E+12,3.7
4228,9.7885E+12,4.6
7449,9.78083E+12,4.3
9359,(ISBN10: 1408,5.0
1797,9.78067E+12,2.5
9079,9.78088E+12,5.0
5675,9.78155E+12,3.5
5466,9.78091E+12,3.7
9886,9.78178E+12,5.0
4770,9.78077E+12,3.2
6480,9.78151E+12,3.6
3816,9.78194E+12,4.1
4999,9.78029E+12,2.8
9580,9.78376E+12,4.4
4563,9.78E+12,5.0
4625,9.78068E+12,3.3
2538,9.78196E+12,5.0
5976,9.78189E+12,2.5
5854,(ISBN10: 1503,4.3
4897,9.78093E+12,4.6
1575,9.78193E+12,4.4
912,9.78023E+12,5.0
9861,9.7813E+12,4.3
9372,9.78145E+12,3.7
6895,9.78223E+12,4.1
1576,9.78081E+12,4.6
4853,9.78163E+12,4.2
1668,9.78199E+12,2.2
1583,9.78344E+12,5.0
2260,9.78134E+12,3.8
5347,9.78098E+12,3.9
1175,9.78971E+12,2.8
8991,9.78086E+12,5.0
798,9.78162E+12,4.0
1840,9.7801E+12,3.9
2561,9.78342E+12,5.0
725,9.78477E+12,3.9
6009,9.78035E+12,4.5
46,9.78009E+12,2.6
9406,9.78134E+12,3.3
1188,(ISBN10: 1416,4.1
9564,9.78162E+12,3.2
7815,(ISBN10: 1957,5.0
2575,9.78163E+12,5.0
761,9.78059E+12,3.5
2669,9.78069E+12,3.5
686,9.7806E+12,4.4
3445,9.78041E+12,3.3
5552,9.78075E+12,3.6
7357,9.78087E+12,5.0
1194,9.78477E+12,4.0
7441,9.78067E+12,4.5
6626,(ISBN10: 0451,4.7
3667,9.78092E+12,4.5
7603,9.7806E+12,3.9
706,9.78887E+12,2.7
6352,9.7806E+12,5.0
467,9.78035E+12,3.1
3271,9.78089E+12,3.1
7964,9.78033E+12,3.0
5435,1.23E+12,3.1
4257,9.78345E+12,5.0
4733,9.78157E+12,4.0
1828,(ISBN10: 9383,4.9
4202,9.78345E+12,4.1
834,9.78041E+12,4.8
5744,9.78071E+12,4.2
5457,(ISBN10: 1399,3.2
2073,9.78045E+12,4.1
8152,9.78091E+12,2.9
1960,9.78165E+12,1.9
5750,9.78024E+12,5.0
2306,9.78083E+12,4.4
8947,9.7895E+12,3.7
9019,9.78178E+12,5.0
2822,(ISBN10: 1399,3.4
5536,9.78988E+12,3.5
952,9.78062E+12,4.5
8388,9.78003E+12,2.9
6442,9.78184E+12,4.1
5683,9.78077E+12,3.9
7158,9.78091E+12,5.0
5177,9.78089E+12,4.6
9639,9.78057E+12,5.0
9313,9.78071E+12,4.8
862,9.79865E+12,3.6
9152,9.78097E+12,5.0
8011,9.78147E+12,3.2
1690,9.78037E+12,3.9
6415,9.78501E+12,3.9
6024,9.78207E+12,5.0
5863,9.78087E+12,3.3
2083,9.78155E+12,3.1
8298,9.78162E+12,4.3
2241,9.78153E+12,5.0
7380,9.78089E+12,4.0
1861,9.78053E+12,4.4
8066,9.78392E+12,3.3
5503,9.78155E+12,3.5
7549,1.23E+12,5.0
1527,9.78029E+12,5.0
9495,9.78003E+12,5.0
6817,9.78477E+12,4.0
6191,9.78087E+12,4.9
8955,(ISBN10: 1787,3.5
8175,9.78345E+12,4.3
3295,(ISBN10: 1408,4.5
3924,9.78156E+12,4.7
4558,9.78094E+12,5.0
6813,9.78039E+12,3.3
2118,9.78058E+12,3.3
9385,9.78035E+12,1.8
3918,9.78555E+12,4.2
7243,9.78087E+12,3.9
7363,9.78016E+12,3.5
6077,9.78971E+12,5.0
1337,9.78179E+12,3.6
900,9.78152E+12,5.0
3340,9.78091E+12,1.0
1710,9.7815E+12,2.9
348,9.78078E+12,3.2
8600,9.78084E+12,3.5
9630,9.79865E+12,4.0
6765,9.78477E+12,3.6
8717,9.7885E+12,3.2
3267,9.78141E+12,5.0
4565,9.78193E+12,5.0
5700,9.7803E+12,5.0
248,9.78938E+12,2.2
9204,9.78189E+12,2.4
1066,9.78345E+12,3.7
7456,9.78501E+12,2.3
5495,9.78035E+12,4.5
7745,9.78083E+12,2.3
1713,9.78153E+12,3.4
9859,9.7808E+12,4.6
2192,9.78E+12,4.5
1209,9.78072E+12,5.0
6818,(ISBN10: 1408,3.2
408,9.78168E+12,1.8
5818,9.78038E+12,3.8
7820,9.78166E+12,4.8
6306,9.78189E+12,4.3
9650,9.78176E+12,5.0
3780,9.79889E+12,3.0
304,9.79868E+12,2.6
4290,9.78155E+12,4.8
5663,9.78842E+12,4.6
6713,9.78168E+12,4.1
4780,9.7816E+12,5.0
9891,9.78477E+12,3.7
8509,9.78029E+12,5.0
7007,9.78038E+12,3.7
1752,(ISBN10: 0698,3.8
7596,9.78009E+12,4.4
3500,9.78081E+12,2.0
162,(ISBN10: 0228,3.3
9193,9.78174E+12,3.8
5760,9.78191E+12,3.1
602,9.78031E+12,5.0
840,9.78988E+12,3.0
5272,9.78006E+12,4.5
3912,9.78133E+12,4.1
9559,9.7815E+12,4.7
899,9.78032E+12,4.4
4770,9.78001E+12,4.9
5042,9.78229E+12,4.0
3733,9.78047E+12,4.7
7218,9.78065E+12,3.9
3178,9.78029E+12,3.5
7979,9.78065E+12,2.8
8076,9.78045E+12,3.6
9914,9.78152E+12,4.7
4974,9.78392E+12,5.0
61,9.78019E+12,1.9
3155,9.78167E+12,3.5
5285,9.78099E+12,5.0
7664,9.78079E+12,4.3
9747,9.78059E+12,5.0
3169,9.78168E+12,2.1
30,9.78062E+12,3.6
1603,9.78342E+12,3.2
3864,9.78186E+12,4.1
4918,9.781E+12,3.7
7290,9.7801E+12,4.3
9082,9.78098E+12,4.2
2940,9.78343E+12,4.3
9698,9.78147E+12,5.0
1351,(ISBN10: 9383,4.1
3569,9.78033E+12,4.2
4623,9.78988E+12,5.0
9386,9.78887E+12,2.7
4711,9.7806E+12,4.5
9895,9.78019E+12,2.9
1827,9.78037E+12,4.3
6968,9.78153E+12,5.0
1247,9.78092E+12,3.7
2163,9.781E+12,4.3
8102,9.7808E+12,4.3
6214,9.78193E+12,4.0
4489,9.78014E+12,5.0
6748,9.78134E+12,4.6
6574,(ISBN10: 0228,3.3
3898,9.78166E+12,5.0
9112,9.78038E+12,3.1
1156,9.78058E+12,4.9
9788,9.78062E+12,3.3
7455,9.78157E+12,4.4
7164,9.78019E+12,2.9
5598,9.78167E+12,3.8
2594,9.78848E+12,3.9
2600,9.78847E+12,4.3
9873,9.78125E+12,5.0
17,9.78971E+12,4.6
5293,9.78809E+12,4.8
1618,9.78089E+12,3.2
9475,9.78179E+12,5.0
8389,9.7803E+12,2.1
5744,9.78198E+12,3.1
9366,9.78058E+12,3.1
2424,9.7895E+12,3.9
6664,9.78059E+12,3.2
9447,9.78078E+12,4.8
4034,9.78053E+12,4.0
243,9.78036E+12,2.9
9928,9.78157E+12,3.0
4306,9.78077E+12,4.6
6630,9.78988E+12,5.0
9428,9.78274E+12,4.3
6624,9.78163E+12,2.6
6956,9.78145E+12,2.9
4656,9.78178E+12,4.2
3760,9.78847E+12,3.8
4713,9.78079E+12,3.4
6727,(ISBN10: 0670,4.1
4940,9.78144E+12,4.5
7132,9.78016E+12,2.3
6969,9.78086E+12,3.6
7780,(ISBN10: 1416,3.0
6977,9.78133E+12,4.1
4596,(ISBN10: 0670,3.0
8646,(ISBN10: 1939,5.0
4325,9.78125E+12,3.9
452,9.7813E+12,1.7
5943,9.78074E+12,5.0
3525,9.78047E+12,4.3
861,9.78139E+12,4.3
6834,9.78092E+12,4.6
6804,9.78163E+12,2.7
5394,9.78088E+12,4.2
6172,9.78141E+12,2.8
3062,9.78084E+12,5.0
605,9.78152E+12,4.5
5968,9.78186E+12,3.1
610,9.78195E+12,4.0
4095,(ISBN10: 0228,3.5
642,9.78196E+12,5.0
1866,9.78077E+12,4.0
1613,9.78057E+12,2.9
7565,9.78174E+12,2.6
9234,9.78E+12,3.5
4356,9.78141E+12,2.3
9083,(ISBN10: 9383,2.5
4832,(ISBN10: 1939,5.0
584,9.7807E+12,3.8
5472,9.78078E+12,3.5
6451,9.78068E+12,4.6
3847,9.78125E+12,4.2
1000,(ISBN10: 1728,5.0
8202,9.781E+12,4.2
8374,9.78001E+12,5.0
4721,9.78045E+12,3.1
953,(ISBN10: 0440,4.5
7566,9.78163E+12,4.1
1139,9.78167E+12,2.7
2601,9.78038E+12,3.6
9097,9.78202E+12,5.0
2894,(ISBN10: 0451,4.7
950,9.78094E+12,4.9
4967,9.78068E+12,3.6
1876,9.78022E+12,5.0
3432,9.78E+12,5.0
6500,9.78092E+12,2.6
3989,9.78079E+12,2.6
2937,9.78038E+12,4.1
2318,(ISBN10: 1939,2.4
5116,(ISBN10: 1408,4.2
2193,9.78168E+12,4.2
7844,9.78014E+12,4.5
9032,9.78145E+12,4.4
9293,9.78019E+12,4.3
6476,9.78006E+12,3.7
1165,9.78345E+12,5.0
3058,9.78162E+12,3.1
4492,(ISBN10: 1612,4.5
6974,9.78061E+12,4.2
4248,9.7819E+12,4.5
297,9.78847E+12,2.6
3443,9.78035E+12,5.0
2422,9.78078E+12,3.7
9732,(ISBN10: 0007,3.6
689,9.7895E+12,3.3
5249,9.78342E+12,3.3
1903,9.78032E+12,4.0
1213,9.78155E+12,5.0
9421,(ISBN10: 1984,2.9
2712,2.94015E+12,4.0
7726,9.78091E+12,4.5
4083,9.78157E+12,5.0
4215,9.78094E+12,2.9
7827,9.78146E+12,4.3
6661,9.78074E+12,4.6
7258,9.78144E+12,3.8
8277,9.78079E+12,2.0
1069,9.78088E+12,1.9
2628,9.78031E+12,3.2
255,9.78031E+12,5.0
4801,9.78188E+12,1.9
6102,9.78194E+12,2.6
1533,9.78392E+12,3.6
5024,(ISBN10: 0441,3.3
6941,9.78016E+12,3.7
3880,2.94015E+12,3.9
9405,9.79889E+12,3.0
2028,9.78084E+12,3.5
4890,(ISBN10: 1728,4.4
6728,9.78068E+12,3.9
5326,(ISBN10: 0007,4.7
8004,9.78191E+12,2.2
7845,9.78062E+12,3.1
9838,(ISBN10: 1416,3.7
8793,9.78035E+12,3.1
14,9.78023E+12,3.3
7161,9.78149E+12,3.3
5419,9.78069E+12,5.0
9846,(ISBN10: 1787,3.5
9890,9.78094E+12,3.5
1518,9.78029E+12,2.3
2534,9.78098E+12,4.2
971,9.78188E+12,4.6
2096,9.78009E+12,2.2
9622,2.94015E+12,2.5
4084,9.78057E+12,5.0
9387,9.78225E+12,4.7
3075,9.78045E+12,5.0
791,9.78038E+12,5.0
4634,9.78055E+12,3.6
4067,9.78154E+12,4.1
6775,(ISBN10: 1503,4.4
2006,9.78036E+12,3.6
9838,9.78156E+12,3.4
3543,9.78191E+12,3.3
2173,9.78149E+12,2.7
6503,9.78163E+12,3.1
7690,(ISBN10: 0440,4.8
5604,9.78501E+12,3.4
1451,9.78092E+12,5.0
6406,9.78848E+12,5.0
2621,9.7982E+12,3.7
1026,9.78162E+12,3.2
9310,9.78072E+12,3.5
5962,9.78036E+12,3.7
9328,9.78227E+12,4.7
6929,9.7809E+12,4.6
5110,9.78229E+12,5.0
9236,9.78163E+12,4.1
6546,9.78076E+12,3.3
5711,9.78039E+12,3.1
3606,(ISBN10: 1416,4.3
5785,9.78088E+12,3.2
2174,9.78166E+12,4.4
9940,(ISBN10: 1503,4.9
8411,2.94015E+12,2.8
1842,(ISBN10: 0670,5.0
1143,9.78163E+12,2.4
9403,9.78147E+12,5.0
4109,(ISBN10: 1612,4.4
7567,9.78024E+12,4.5
8610,9.78501E+12,5.0
9728,9.7802E+12,1.9
6461,9.7807E+12,3.5
2637,9.78016E+12,3.9
191,9.78137E+12,3.8
8163,9.78076E+12,3.0
8480,9.78043E+12,5.0
751,9.78344E+12,4.0
5954,9.78189E+12,3.9
8727,9.78038E+12,4.6
7097,9.78194E+12,4.4
5146,9.78146E+12,4.2
7380,9.78134E+12,2.1
8120,9.78887E+12,3.2
4761,9.7807E+12,5.0
784,9.78149E+12,3.1
5315,(ISBN10: 1408,3.1
5116,(ISBN10: 9383,5.0
6137,9.78223E+12,2.7
166,9.78141E+12,5.0
7642,9.78225E+12,5.0
1583,9.78842E+12,4.6
8399,9.78971E+12,4.4
932,9.78226E+12,3.0
3490,9.78072E+12,4.4
9704,9.78207E+12,4.6
5000,9.78069E+12,2.6
9976,(ISBN10: 1984,4.7
9414,9.78053E+12,3.1
5710,9.78386E+12,5.0
6660,9.78092E+12,3.4
5692,9.78164E+12,4.5
7020,2.94002E+12,5.0
1854,9.78087E+12,2.7
9160,9.78343E+12,2.4
9544,9.78157E+12,4.2
1776,(ISBN10: 0698,4.3
3214,9.78144E+12,3.0
8555,9.78988E+12,3.7
1359,9.7809E+12,4.0
9048,9.78345E+12,3.8
9096,9.78149E+12,4.6
9013,(ISBN10: 0991,4.2
9166,9.78045E+12,4.0
8478,(ISBN10: 0991,4.2
3020,9.78392E+12,2.9
4599,9.78014E+12,3.5
7343,9.79865E+12,5.0
9454,9.7803E+12,2.5
9609,9.78047E+12,2.3
5846,9.78134E+12,4.2
9066,0009036119976,4.8
5390,9.78023E+12,5.0
9522,9.7807E+12,2.1
3915,9.7809E+12,3.0
2249,9.78477E+12,5.0
1343,9.78094E+12,3.9
3867,9.78071E+12,3.2
136,9.78014E+12,5.0
8241,9.78156E+12,4.2
4169,9.78065E+12,4.4
3266,9.78001E+12,2.9
6976,9.78039E+12,3.2
4256,9.78058E+12,5.0
4402,9.78189E+12,4.8
7419,(ISBN10: 0228,3.8
3551,9.78274E+12,3.9
8371,9.78071E+12,3.4
4063,(ISBN10: 0698,3.1
2319,9.78173E+12,4.9
4832,9.78071E+12,3.2
5781,9.78133E+12,3.7
6727,9.78039E+12,2.4
7584,9.78159E+12,4.9
8334,9.78842E+12,3.4
7409,(ISBN10: 1612,4.0
4149,9.78091E+12,5.0
897,9.78167E+12,3.7
5730,9.78192E+12,4.0
7151,9.78034E+12,5.0
3916,(ISBN10: 1503,4.6
89,9.78195E+12,5.0
6981,9.78023E+12,5.0
4040,9.78154E+12,3.6
2558,9.78086E+12,3.2
4722,(ISBN10: 1787,3.8
8277,9.78077E+12,5.0
6028,9.78043E+12,4.4
3325,9.78083E+12,3.9
673,9.78076E+12,3.7
379,9.7801E+12,4.4
758,9.78033E+12,4.6
6181,9.78344E+12,3.5
1111,9.78069E+12,2.3
5815,9.78077E+12,2.4
8565,9.78229E+12,1.8
7253,9.78062E+12,3.5
4250,9.78202E+12,2.5
2346,9.78055E+12,5.0
685,9.78345E+12,3.9
7837,9.79889E+12,4.3
1802,9.78044E+12,4.1
8183,9.78081E+12,3.2
9649,9.78137E+12,4.4
7690,9.78555E+12,2.8
6234,9.78145E+12,3.9
3507,9.7816E+12,4.8
5195,9.78001E+12,3.3
6428,9.78029E+12,5.0
1943,9.7802E+12,3.5
6032,9.78076E+12,5.0
8911,9.78226E+12,3.9
1179,9.78029E+12,2.2
714,9.78887E+12,5.0
1062,9.78006E+12,3.2
4333,9.78988E+12,2.9
9649,9.78077E+12,3.0
4439,2.94015E+12,3.6
6516,9.78014E+12,4.6
5782,(ISBN10: 0698,1.9
7970,9.78071E+12,3.8
9251,9.78035E+12,3.8
8641,9.78016E+12,3.9
6978,9.78023E+12,5.0
4561,9.78938E+12,3.0
8335,(ISBN10: 0451,4.7
7549,9.78015E+12,3.3
4517,9.78157E+12,4.7
3287,9.78053E+12,3.2
5345,9.78053E+12,3.8
7634,1.23E+12,1.0
8914,9.78082E+12,3.1
8978,9.78029E+12,5.0
2301,9.78225E+12,4.4
9602,9.78037E+12,3.0
7495,9.78141E+12,3.8
5751,9.78029E+12,2.1
6905,9.78014E+12,4.6
7628,9.7802E+12,3.2
3685,(ISBN10: 0670,1.9
6115,(ISBN10: 1957,1.6
4705,9.78392E+12,3.1
5581,9.78555E+12,3.6
7531,9.78167E+12,4.8
4667,9.78057E+12,2.7
688,9.78144E+12,2.7
9293,9.7895E+12,5.0
6733,2.94002E+12,5.0
2563,(ISBN10: 1399,5.0
5530,9.79889E+12,5.0
3753,(ISBN10: 1612,4.4
9064,(ISBN10: 0590,2.9
9395,9.78094E+12,5.0
5160,9.78055E+12,4.1
654,9.78174E+12,3.3
915,9.7801E+12,3.5
293,9.7809E+12,4.2
1212,9.78052E+12,4.3
5717,9.78137E+12,2.1
2124,9.7895E+12,4.5
5431,9.78038E+12,3.8
952,9.78207E+12,5.0
9346,9.78098E+12,1.5
1758,9.78031E+12,4.0
8974,9.78052E+12,4.2
3921,9.78036E+12,4.5
1717,9.78152E+12,5.0
2384,9.7982E+12,2.9
6774,9.78086E+12,3.6
4645,9.78157E+12,4.7
7397,9.78144E+12,4.5
4433,9.78016E+12,4.1
5635,9.78938E+12,3.4
7829,9.7819E+12,4.2
9021,9.78149E+12,4.0
3532,9.79889E+12,2.9
7769,9.78189E+12,4.0
1027,9.78148E+12,5.0
3130,9.78098E+12,5.0
6390,(ISBN10: 1416,3.1
5329,9.7885E+12,4.1
2036,9.78361E+12,4.2
3780,9.78361E+12,2.4
7091,9.78198E+12,2.4
6950,9.78207E+12,2.7
2332,9.78009E+12,4.2
8519,9.78092E+12,3.7
6326,9.78098E+12,2.4
8337,9.78189E+12,1.9
528,9.78088E+12,3.3
2331,9.78044E+12,5.0
4468,9.78068E+12,4.7
3205,(ISBN10: 0615,3.5
4069,9.78092E+12,1.9
8032,9.7895E+12,3.1
9408,9.7814E+12,5.0
4995,9.78052E+12,3.4
177,9.78045E+12,4.3
1446,9.78195E+12,3.9
3364,9.78035E+12,3.7
7370,9.78061E+12,4.5
6057,9.78184E+12,4.6
79,9.78016E+12,3.1
9683,9.78501E+12,4.4
6977,9.78199E+12,4.5
2911,9.78145E+12,4.3
2787,9.78193E+12,4.2
385,9.7813E+12,5.0
2086,9.78227E+12,4.9
8855,9.79865E+12,4.5
2154,9.78376E+12,3.2
8620,9.78078E+12,5.0
